From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology (molecular function)
A0A225ADU6	A0A225ADU6	unreviewed	A0A225ADU6_9EURO	Extracellular metalloprotease	UA08_07703	Talaromyces atroroseus	364	proteolysis [GO:0006508]	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	metal ion binding [GO:0046872]; metallopeptidase activity [GO:0008237]
A0A225AAJ5	A0A225AAJ5	unreviewed	A0A225AAJ5_9EURO	FACT complex subunit	UA08_07702	Talaromyces atroroseus	1020	constitutive heterochromatin formation [GO:0140719]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]; nucleosome assembly [GO:0006334]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; regulation of sister chromatid cohesion [GO:0007063]; transcription elongation by RNA polymerase II [GO:0006368]	FACT complex [GO:0035101]; histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; nucleosome binding [GO:0031491]; constitutive heterochromatin formation [GO:0140719]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]; nucleosome assembly [GO:0006334]; positive regulation of RNA polymerase II transcription preinitiation complex assembly [GO:0045899]; regulation of sister chromatid cohesion [GO:0007063]; transcription elongation by RNA polymerase II [GO:0006368]	histone binding [GO:0042393]; histone chaperone activity [GO:0140713]; nucleosome binding [GO:0031491]
A0A6N4SLM8	A0A6N4SLM8	unreviewed	A0A6N4SLM8_TALPI	Mitochondrial carrier protein	TCE0_039r13114	Talaromyces pinophilus (Penicillium pinophilum)	343		mitochondrial inner membrane [GO:0005743]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A225AJ37	A0A225AJ37	unreviewed	A0A225AJ37_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	UA08_07700	Talaromyces atroroseus	571		membrane [GO:0016020]; carbohydrate:proton symporter activity [GO:0005351]	carbohydrate:proton symporter activity [GO:0005351]
A0A225ANI8	A0A225ANI8	unreviewed	A0A225ANI8_9EURO	Dolichyl-phosphate-mannose--protein mannosyltransferase (EC 2.4.1.109)	UA08_07699	Talaromyces atroroseus	739		endoplasmic reticulum membrane [GO:0005789]; dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]
A0A225A965	A0A225A965	unreviewed	A0A225A965_9EURO	Ras-related protein RABB1b	UA08_07698	Talaromyces atroroseus	300		GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
A0A225AAY0	A0A225AAY0	unreviewed	A0A225AAY0_9EURO	Protein PNS1	UA08_07697	Talaromyces atroroseus	750		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A225AV70	A0A225AV70	unreviewed	A0A225AV70_9EURO	Ell binding protein Ebp1 C-terminal domain-containing protein	UA08_07696	Talaromyces atroroseus	813			
A0A6N4SLM2	A0A6N4SLM2	unreviewed	A0A6N4SLM2_TALPI	Sugar phosphate transporter domain-containing protein	TCE0_039f13104	Talaromyces pinophilus (Penicillium pinophilum)	533		endoplasmic reticulum membrane [GO:0005789]	
A0A225AP48	A0A225AP48	unreviewed	A0A225AP48_9EURO	PUM-HD domain-containing protein	UA08_07694	Talaromyces atroroseus	796	post-transcriptional regulation of gene expression [GO:0010608]	cytoplasm [GO:0005737]; mRNA 3'-UTR binding [GO:0003730]; post-transcriptional regulation of gene expression [GO:0010608]	mRNA 3'-UTR binding [GO:0003730]
A0A225AEA6	A0A225AEA6	unreviewed	A0A225AEA6_9EURO	General transcription and DNA repair factor IIH	UA08_07692	Talaromyces atroroseus	412	DNA-templated transcription [GO:0006351]; nucleotide-excision repair [GO:0006289]; regulation of transcription by RNA polymerase II [GO:0006357]	transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]; nucleotide-excision repair [GO:0006289]; regulation of transcription by RNA polymerase II [GO:0006357]	zinc ion binding [GO:0008270]
A0A6V8H2L3	A0A6V8H2L3	unreviewed	A0A6V8H2L3_TALPI	Nonribosomal peptide synthetase sidC (Siderophore peptide synthetase C)	TCE0_017f03987	Talaromyces pinophilus (Penicillium pinophilum)	5168	amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]	cytoplasm [GO:0005737]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; secondary metabolite biosynthetic process [GO:0044550]	ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]
A0A225AGX0	A0A225AGX0	unreviewed	A0A225AGX0_9EURO	Peroxisomal membrane protein PMP47B	UA08_07689	Talaromyces atroroseus	323		mitochondrial inner membrane [GO:0005743]; peroxisomal membrane [GO:0005778]; ADP transmembrane transporter activity [GO:0015217]; AMP transmembrane transporter activity [GO:0080122]; ATP transmembrane transporter activity [GO:0005347]; coenzyme A transmembrane transporter activity [GO:0015228]; FAD transmembrane transporter activity [GO:0015230]; FMN transmembrane transporter activity [GO:0044610]; NAD transmembrane transporter activity [GO:0051724]	ADP transmembrane transporter activity [GO:0015217]; AMP transmembrane transporter activity [GO:0080122]; ATP transmembrane transporter activity [GO:0005347]; coenzyme A transmembrane transporter activity [GO:0015228]; FAD transmembrane transporter activity [GO:0015230]; FMN transmembrane transporter activity [GO:0044610]; NAD transmembrane transporter activity [GO:0051724]
A0A225ADY1	A0A225ADY1	unreviewed	A0A225ADY1_9EURO	Uncharacterized protein	UA08_07688	Talaromyces atroroseus	1042	regulation of actin cytoskeleton organization [GO:0032956]; TOR signaling [GO:0031929]	TORC1 complex [GO:0031931]; TORC2 complex [GO:0031932]; regulation of actin cytoskeleton organization [GO:0032956]; TOR signaling [GO:0031929]	
A0A225AGH3	A0A225AGH3	unreviewed	A0A225AGH3_9EURO	WW domain-containing protein	UA08_07687	Talaromyces atroroseus	275		transferase activity [GO:0016740]	transferase activity [GO:0016740]
A0A225ARZ7	A0A225ARZ7	unreviewed	A0A225ARZ7_9EURO	ER membrane protein complex subunit 7 beta-sandwich domain-containing protein	UA08_07686	Talaromyces atroroseus	271		EMC complex [GO:0072546]	
A0A225AQK7	A0A225AQK7	unreviewed	A0A225AQK7_9EURO	AMP-dependent synthetase/ligase domain-containing protein	UA08_07685	Talaromyces atroroseus	706	fatty acid beta-oxidation [GO:0006635]; fatty-acyl-CoA transport [GO:0015916]; long-chain fatty acid import into peroxisome [GO:0015910]; very long-chain fatty acid catabolic process [GO:0042760]	endoplasmic reticulum [GO:0005783]; membrane [GO:0016020]; peroxisome [GO:0005777]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; very long-chain fatty acid-CoA ligase activity [GO:0031957]; fatty acid beta-oxidation [GO:0006635]; fatty-acyl-CoA transport [GO:0015916]; long-chain fatty acid import into peroxisome [GO:0015910]; very long-chain fatty acid catabolic process [GO:0042760]	long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; very long-chain fatty acid-CoA ligase activity [GO:0031957]
B8MFG9	B8MFG9	unreviewed	B8MFG9_TALSN	C6 transcription factor, putative	TSTA_017770	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	1111	DNA-templated transcription [GO:0006351]; protein glycosylation [GO:0006486]	nucleus [GO:0005634]; oligosaccharyltransferase complex [GO:0008250]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]; protein glycosylation [GO:0006486]	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]
A0A6V8HKA8	A0A6V8HKA8	unreviewed	A0A6V8HKA8_TALPI	MATH and UCH domain protein	TCE0_042r15321	Talaromyces pinophilus (Penicillium pinophilum)	1346	protein deubiquitination [GO:0016579]	cytoplasm [GO:0005737]; cysteine-type deubiquitinase activity [GO:0004843]; zinc ion binding [GO:0008270]; protein deubiquitination [GO:0016579]	cysteine-type deubiquitinase activity [GO:0004843]; zinc ion binding [GO:0008270]
A0A225AUR5	A0A225AUR5	unreviewed	A0A225AUR5_9EURO	Amino acid permease/ SLC12A domain-containing protein	UA08_07684	Talaromyces atroroseus	553		membrane [GO:0016020]; amino acid transmembrane transporter activity [GO:0015171]	amino acid transmembrane transporter activity [GO:0015171]
A0A225AJ97	A0A225AJ97	unreviewed	A0A225AJ97_9EURO	Potassium transporter	UA08_07683	Talaromyces atroroseus	774		membrane [GO:0016020]; potassium ion transmembrane transporter activity [GO:0015079]	potassium ion transmembrane transporter activity [GO:0015079]
A0A225ANP1	A0A225ANP1	unreviewed	A0A225ANP1_9EURO	MARVEL domain-containing protein	UA08_07682	Talaromyces atroroseus	166		membrane [GO:0016020]	
A0AAD4PYE6	A0AAD4PYE6	unreviewed	A0AAD4PYE6_9EURO	RNA polymerase Rpb1 C-terminal repeat domain-containing protein	BGW36DRAFT_292428	Talaromyces proteolyticus	1100			
A0A364L9M2	A0A364L9M2	unreviewed	A0A364L9M2_TALAM	Protein kinase domain-containing protein	BHQ10_008491	Talaromyces amestolkiae	539		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]
A0A225A941	A0A225A941	unreviewed	A0A225A941_9EURO	RNA binding protein Nrd1	UA08_07679	Talaromyces atroroseus	718	RNA splicing [GO:0008380]	Prp19 complex [GO:0000974]; U2-type catalytic step 1 spliceosome [GO:0071006]; U2-type catalytic step 2 spliceosome [GO:0071007]; pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]; RNA splicing [GO:0008380]	pre-mRNA binding [GO:0036002]; U6 snRNA binding [GO:0017070]
A0AAD4KMC4	A0AAD4KMC4	unreviewed	A0AAD4KMC4_9EURO	Epoxide hydrolase	BGW36DRAFT_398926	Talaromyces proteolyticus	429	catabolic process [GO:0009056]; epoxide metabolic process [GO:0097176]	epoxide hydrolase activity [GO:0004301]; catabolic process [GO:0009056]; epoxide metabolic process [GO:0097176]	epoxide hydrolase activity [GO:0004301]
A0A7H8QUK3	A0A7H8QUK3	unreviewed	A0A7H8QUK3_TALRU	L-serine ammonia-lyase (EC 4.3.1.17)	TRUGW13939_03779	Talaromyces rugulosus (Penicillium rugulosum)	1064	carbohydrate metabolic process [GO:0005975]	catalytic activity [GO:0003824]; carbohydrate metabolic process [GO:0005975]	catalytic activity [GO:0003824]
A0A225BE94	A0A225BE94	unreviewed	A0A225BE94_9EURO	Uncharacterized protein	UA08_00021	Talaromyces atroroseus	554			
A0A225A8P6	A0A225A8P6	unreviewed	A0A225A8P6_9EURO	Citrate synthase	UA08_07678	Talaromyces atroroseus	471	carbohydrate metabolic process [GO:0005975]; citrate metabolic process [GO:0006101]; tricarboxylic acid cycle [GO:0006099]	mitochondrial matrix [GO:0005759]; citrate (Si)-synthase activity [GO:0004108]; carbohydrate metabolic process [GO:0005975]; citrate metabolic process [GO:0006101]; tricarboxylic acid cycle [GO:0006099]	citrate (Si)-synthase activity [GO:0004108]
A0A225ADM5	A0A225ADM5	unreviewed	A0A225ADM5_9EURO	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3)	UA08_07675	Talaromyces atroroseus	642	DNA-templated transcription [GO:0006351]	RNA polymerase III complex [GO:0005666]; single-stranded DNA binding [GO:0003697]; DNA-templated transcription [GO:0006351]	single-stranded DNA binding [GO:0003697]
A0A225AG54	A0A225AG54	unreviewed	A0A225AG54_9EURO	Cytochrome b-c1 complex subunit 2, mitochondrial (Core protein II)	UA08_07676	Talaromyces atroroseus	460		mitochondrial inner membrane [GO:0005743]; metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
A0A225A8J1	A0A225A8J1	unreviewed	A0A225A8J1_9EURO	Tubulin alpha chain	UA08_07673	Talaromyces atroroseus	450	microtubule-based process [GO:0007017]	microtubule [GO:0005874]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; structural constituent of cytoskeleton [GO:0005200]
A0A225ANA8	A0A225ANA8	unreviewed	A0A225ANA8_9EURO	Plasma membrane ATPase (EC 7.1.2.1)	UA08_07671	Talaromyces atroroseus	925	proton export across plasma membrane [GO:0120029]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type proton-exporting transporter activity [GO:0008553]; proton export across plasma membrane [GO:0120029]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type proton-exporting transporter activity [GO:0008553]
A0A225AAB7	A0A225AAB7	unreviewed	A0A225AAB7_9EURO	Actin cytoskeleton-regulatory complex protein END3 (Actin cytoskeleton-regulatory complex protein PAN1) (Actin cytoskeleton-regulatory complex protein end3) (Cytoskeletal adapter protein sagA)	UA08_07672	Talaromyces atroroseus	1280	endocytosis [GO:0006897]; endosomal transport [GO:0016197]	actin cortical patch [GO:0030479]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; endocytosis [GO:0006897]; endosomal transport [GO:0016197]	actin binding [GO:0003779]; calcium ion binding [GO:0005509]
A0A0B8N3F5	A0A0B8N3F5	unreviewed	A0A0B8N3F5_TALPI	O-methyltransferase domain-containing protein	TCE0_004r00270	Talaromyces pinophilus (Penicillium pinophilum)	424	methylation [GO:0032259]; secondary metabolite biosynthetic process [GO:0044550]	O-methyltransferase activity [GO:0008171]; methylation [GO:0032259]; secondary metabolite biosynthetic process [GO:0044550]	O-methyltransferase activity [GO:0008171]
A0A225AIU7	A0A225AIU7	unreviewed	A0A225AIU7_9EURO	Myocyte-specific enhancer factor 2d	UA08_07670	Talaromyces atroroseus	455		Cul4-RING E3 ubiquitin ligase complex [GO:0080008]	
A0A6V8H939	A0A6V8H939	unreviewed	A0A6V8H939_TALPI	Uncharacterized protein	TCE0_033r08130	Talaromyces pinophilus (Penicillium pinophilum)	296		membrane [GO:0016020]	
A0A225A8T3	A0A225A8T3	unreviewed	A0A225A8T3_9EURO	PUM-HD domain-containing protein	UA08_07668	Talaromyces atroroseus	1002	post-transcriptional regulation of gene expression [GO:0010608]	cytoplasm [GO:0005737]; mRNA binding [GO:0003729]; post-transcriptional regulation of gene expression [GO:0010608]	mRNA binding [GO:0003729]
A0A093X867	A0A093X867	unreviewed	A0A093X867_TALMA	Putative Holliday junction resolvase	GQ26_0600270	Talaromyces marneffei PM1	319			
B8ME14	B8ME14	unreviewed	B8ME14_TALSN	Cytochrome P450 alkane hydroxylase, putative	TSTA_012000	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	522		heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen [GO:0016712]
A0A225AQI5	A0A225AQI5	unreviewed	A0A225AQI5_9EURO	Indole-diterpene biosynthesis protein PaxU	UA08_07665	Talaromyces atroroseus	348			
A0A225ADW0	A0A225ADW0	unreviewed	A0A225ADW0_9EURO	Ubiquitin fusion degradation protein 1	UA08_07664	Talaromyces atroroseus	380	ERAD pathway [GO:0036503]; SREBP signaling pathway [GO:0032933]; ubiquitin-dependent protein catabolic process [GO:0006511]	VCP-NPL4-UFD1 AAA ATPase complex [GO:0034098]; polyubiquitin modification-dependent protein binding [GO:0031593]; SUMO binding [GO:0032183]; ERAD pathway [GO:0036503]; SREBP signaling pathway [GO:0032933]; ubiquitin-dependent protein catabolic process [GO:0006511]	polyubiquitin modification-dependent protein binding [GO:0031593]; SUMO binding [GO:0032183]
A0A225AGF4	A0A225AGF4	unreviewed	A0A225AGF4_9EURO	GYF domain-containing protein	UA08_07663	Talaromyces atroroseus	468		U5 snRNP [GO:0005682]	
A0A225ANL6	A0A225ANL6	unreviewed	A0A225ANL6_9EURO	RuvB-like helicase (EC 3.6.4.12)	UA08_07662	Talaromyces atroroseus	470	box C/D snoRNP assembly [GO:0000492]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; regulation of transcription by RNA polymerase II [GO:0006357]; rRNA processing [GO:0006364]	Ino80 complex [GO:0031011]; R2TP complex [GO:0097255]; Swr1 complex [GO:0000812]; 3'-5' DNA helicase activity [GO:0043138]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; box C/D snoRNP assembly [GO:0000492]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]; regulation of transcription by RNA polymerase II [GO:0006357]; rRNA processing [GO:0006364]	3'-5' DNA helicase activity [GO:0043138]; 5'-3' DNA helicase activity [GO:0043139]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
A0A225AAL7	A0A225AAL7	unreviewed	A0A225AAL7_9EURO	Paramyosin	UA08_07661	Talaromyces atroroseus	855			
B6QHR2	B6QHR2	unreviewed	B6QHR2_TALMQ	Valacyclovir hydrolase, putative	PMAA_095120	Talaromyces marneffei (strain ATCC 18224 / CBS 334.59 / QM 7333) (Penicillium marneffei)	313		mitochondrion [GO:0005739]; carboxylic ester hydrolase activity [GO:0052689]	carboxylic ester hydrolase activity [GO:0052689]
A0A225ASL3	A0A225ASL3	unreviewed	A0A225ASL3_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	UA08_07658	Talaromyces atroroseus	465		plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A225AH07	A0A225AH07	unreviewed	A0A225AH07_9EURO	Major facilitator superfamily (MFS) profile domain-containing protein	UA08_07657	Talaromyces atroroseus	477		membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	transmembrane transporter activity [GO:0022857]
A0A225AR43	A0A225AR43	unreviewed	A0A225AR43_9EURO	NADP-dependent oxidoreductase domain-containing protein	UA08_07655	Talaromyces atroroseus	409	dehydro-D-arabinono-1,4-lactone biosynthetic process [GO:0070485]	cytosol [GO:0005829]; D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]; dehydro-D-arabinono-1,4-lactone biosynthetic process [GO:0070485]	D-arabinose 1-dehydrogenase [NAD(P)+] activity [GO:0045290]
